Algorithm,Input_Order,Mean_Time,StdDev_Time,Min_Time,Max_Time,Mean_Rebuilds
Deterministic Grid,Original,11.102443272727273,17.327373645098362,0.001357,54.78761,11.454545454545455
Randomized Grid,Original,10.848132636363637,16.95248162289429,0.001361,54.006831,20.60636363636364
