Dataset_Class,Subtype,Source_File,Dimension,Num_Points,Input_Order,Det_Time_ms,Rand_Time_ms,Speedup,Det_Rebuilds,Rand_Rebuilds,Rebuild_Ratio,Det_StdDev_ms,Rand_StdDev_ms,Det_CV,Rand_CV,Iterations,Tag
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1516261,Sorted_Time,19720.084,19369.261,1.0181123585458423,22.0,22.5,0.9777777777777777,326.816,299.503,0.01657274887875731,0.015462799535821217,10,states_2022-06-27-05_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1534283,Original,20125.866,19986.385,1.0069788008186575,20.0,23.7,0.8438818565400844,23.248,443.165,0.001155130417742024,0.022173344504271286,10,states_2022-06-27-06_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1534283,Sorted_Time,19757.877,20120.474,0.9819787048754419,26.0,26.5,0.9811320754716981,367.519,410.772,0.018601138168842735,0.020415622415257215,10,states_2022-06-27-06_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1531918,Original,22746.973,20395.308,1.1153042160481226,32.0,24.4,1.3114754098360657,256.275,617.131,0.011266334206313955,0.03025847905802648,10,states_2022-06-27-07_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1531918,Sorted_Time,22789.82,19836.516,1.1488821928205537,27.0,23.2,1.1637931034482758,124.081,477.986,0.005444580080053287,0.024096267711527567,10,states_2022-06-27-07_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1593661,Original,20806.444,21235.058,0.9798157367877215,33.0,28.3,1.1660777385159011,334.773,513.205,0.01608987100342567,0.024167817201158577,10,states_2022-06-27-08_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1593661,Sorted_Time,20912.217,21135.412,0.9894397610985771,31.0,22.7,1.3656387665198237,328.182,487.176,0.01569331458257152,0.023050224902168927,10,states_2022-06-27-08_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1631846,Original,21255.052,20578.521,1.0328755890668722,16.0,25.4,0.6299212598425197,148.519,483.611,0.006987468202853609,0.023500765676989128,10,states_2022-06-27-09_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1631846,Sorted_Time,21173.381,20625.454,1.0265655728111487,18.0,23.6,0.7627118644067796,262.489,401.104,0.012397122594638993,0.01944703859609587,10,states_2022-06-27-09_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1827591,Original,24732.475,23097.72,1.0707756003622868,25.0,26.4,0.946969696969697,298.815,452.212,0.01208188828655442,0.019578209450976113,10,states_2022-06-27-10_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1827591,Sorted_Time,24875.916,22987.217,1.0821630125995678,26.0,24.9,1.0441767068273093,352.745,363.432,0.014180181344879923,0.015810178326502073,10,states_2022-06-27-10_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2138943,Original,26805.682,27233.938,0.9842749146304145,19.0,24.7,0.7692307692307693,221.972,418.333,0.008280781664126284,0.01536072381452877,10,states_2022-06-27-11_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2138943,Sorted_Time,26697.327,27218.493,0.9808525034798952,20.0,25.0,0.8,379.321,456.865,0.014208201442788636,0.01678509533940766,10,states_2022-06-27-11_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2425059,Original,32129.766,33138.121,0.9695711473803841,21.0,26.3,0.7984790874524714,442.737,976.312,0.013779652176738544,0.02946189978605003,10,states_2022-06-27-12_4d
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2425059,Sorted_Time,31391.377,32717.984,0.9594532780503835,23.0,25.0,0.92,69.964,773.592,0.0022287649248390728,0.023644244095235207,10,states_2022-06-27-12_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280803,Original,9675.176,9244.147,1.0466272334267293,24.0,20.7,1.1594202898550725,292.381,480.733,0.030219708664731264,0.05200404104348405,10,states_2019-05-27-00_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280803,Sorted_Time,10556.244,10538.61,1.001673275697649,22.0,22.6,0.9734513274336283,1549.823,1677.899,0.14681576136360622,0.1592144504825589,10,states_2019-05-27-00_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1217785,Original,11544.374,10347.687,1.1156477771312565,23.0,23.6,0.9745762711864406,1662.198,1492.781,0.14398338099579935,0.1442622877943641,10,states_2019-05-27-01_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1217785,Sorted_Time,10490.62,11275.547,0.9303867918780349,32.0,20.4,1.5686274509803924,1673.362,854.289,0.1595103053966305,0.07576475003829082,10,states_2019-05-27-01_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1143456,Original,9855.472,8014.008,1.2297806540747152,21.0,26.8,0.7835820895522387,1860.757,273.15,0.18880445299829374,0.03408406879553901,10,states_2019-05-27-02_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1143456,Sorted_Time,8598.278,8128.703,1.0577675183851594,26.0,22.7,1.145374449339207,369.722,589.849,0.04299954014047929,0.07256372880150745,10,states_2019-05-27-02_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1087375,Original,9463.326,7916.179,1.195441133910691,19.0,24.2,0.7851239669421488,73.282,343.922,0.007743789023013685,0.043445455187407965,10,states_2019-05-27-03_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1087375,Sorted_Time,9447.76,7669.331,1.2318884137351747,20.0,26.4,0.7575757575757576,47.465,303.881,0.005023942183120655,0.03962288236092561,10,states_2019-05-27-03_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1077477,Original,6822.121,7531.857,0.9057687898216867,16.0,23.9,0.6694560669456068,16.594,196.573,0.002432381366440144,0.02609887574870314,10,states_2019-05-27-04_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1077477,Sorted_Time,6875.409,7652.031,0.8985077295165166,14.0,25.4,0.5511811023622047,81.066,337.884,0.011790716741360405,0.04415612012026611,10,states_2019-05-27-04_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280291,Original,9600.371,9333.299,1.02861496240504,13.0,23.4,0.5555555555555556,182.837,145.918,0.019044784831752856,0.015634128939831456,10,states_2019-05-27-05_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280291,Sorted_Time,9284.346,9278.267,1.000655187008522,12.0,23.9,0.502092050209205,76.666,227.21,0.008257555244063502,0.02448840931178204,10,states_2019-05-27-05_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1291352,Original,11008.984,11401.143,0.9656035364173575,14.0,24.8,0.564516129032258,1875.859,2040.594,0.17039347136847505,0.1789815284309652,10,states_2019-05-27-06_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1291352,Sorted_Time,10926.435,9700.624,1.1263641390491992,10.0,23.1,0.4329004329004329,1968.012,628.526,0.1801147400776191,0.06479232676165987,10,states_2019-05-27-06_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1299627,Original,9670.535,9000.171,1.0744834737028885,16.0,22.0,0.7272727272727273,1170.182,211.322,0.12100488752690519,0.0234797761064762,10,states_2019-05-27-07_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1299627,Sorted_Time,9185.292,9024.104,1.0178619395343849,20.0,23.5,0.851063829787234,86.348,158.198,0.009400681001758029,0.017530604700477743,10,states_2019-05-27-07_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1329510,Original,10035.141,12223.871,0.8209462452606052,24.0,23.4,1.0256410256410258,43.134,2185.334,0.004298295360274459,0.17877593767146266,10,states_2019-05-27-08_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1329510,Sorted_Time,11005.749,11291.029,0.9747339237194412,25.0,22.3,1.1210762331838564,1906.041,1965.34,0.1731859412748737,0.1740620806128476,10,states_2019-05-27-08_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1389062,Original,12615.851,10639.698,1.1857339371850593,15.0,25.5,0.5882352941176471,1793.832,1115.125,0.14218874335151865,0.10480795601529291,10,states_2019-05-27-09_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1389062,Sorted_Time,10329.084,10420.44,0.9912329997581676,20.0,23.7,0.8438818565400844,124.091,444.812,0.012013746814335133,0.04268648924613548,10,states_2019-05-27-09_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1485134,Original,12050.914,10916.27,1.1039406317359317,21.0,23.1,0.9090909090909091,45.627,292.846,0.0037861858444927913,0.02682656255295994,10,states_2019-05-27-10_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1485134,Sorted_Time,14092.976,12888.121,1.093485698962634,19.0,22.9,0.8296943231441049,2381.628,2040.751,0.16899397260025137,0.158343563037622,10,states_2019-05-27-10_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1644677,Original,13066.546,12851.13,1.0167624170014622,23.0,24.3,0.9465020576131687,618.43,1076.758,0.047329263601873055,0.08378702884493426,10,states_2019-05-27-11_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1644677,Sorted_Time,12700.819,12977.854,0.9786532503756014,27.0,24.6,1.097560975609756,69.969,1238.843,0.005509014812351865,0.09545823215456116,10,states_2019-05-27-11_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1767232,Original,13890.38,16385.972,0.8476994834361976,27.0,29.0,0.9310344827586207,305.693,2456.92,0.022007533271228,0.1499404490621612,10,states_2019-05-27-12_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1767232,Sorted_Time,15249.029,15687.52,0.9720484181056024,28.0,26.2,1.0687022900763359,1866.48,2196.249,0.1223999246115933,0.1399997577692331,10,states_2019-05-27-12_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1897700,Original,16236.306,18808.963,0.8632217523103215,21.0,26.3,0.7984790874524714,2292.48,2644.462,0.14119467814908143,0.14059584252465168,10,states_2019-05-27-13_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1897700,Sorted_Time,24186.173,18176.43,1.3306338483409557,21.0,26.2,0.8015267175572519,709.729,3197.184,0.029344410957450776,0.17589724714919266,10,states_2019-05-27-13_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2067150,Original,17300.608,19198.416,0.9011476780167696,16.0,26.3,0.6083650190114068,108.337,2239.523,0.006262034259142801,0.1166514466610162,10,states_2019-05-27-14_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2067150,Sorted_Time,17595.844,18431.799,0.9546460440459448,18.0,24.6,0.7317073170731707,447.467,2415.304,0.025430266374264283,0.1310400574572238,10,states_2019-05-27-14_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168057,Original,18220.003,18623.91,0.9783124488896263,19.0,26.2,0.7251908396946565,209.92,1004.394,0.011521403152348546,0.05393035082321596,10,states_2019-05-27-15_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168057,Sorted_Time,18339.304,18976.086,0.9664429218965387,17.0,28.6,0.5944055944055944,224.983,981.221,0.012267804710582256,0.051708292215792026,10,states_2019-05-27-15_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2184916,Original,19115.94,19099.254,1.0008736466879804,13.0,27.4,0.4744525547445256,311.837,2329.883,0.016312930465360323,0.12198816770539832,10,states_2019-05-27-16_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2184916,Sorted_Time,21844.348,19242.918,1.135188956269522,19.0,25.3,0.7509881422924901,2727.164,2189.426,0.124845291788979,0.11377827416819007,10,states_2019-05-27-16_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168940,Original,18936.844,18938.813,0.9998960336109767,20.0,25.7,0.7782101167315175,259.14,1807.786,0.013684434428461257,0.09545402871869532,10,states_2019-05-27-17_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2168940,Sorted_Time,20953.722,19307.507,1.0852629497946058,23.0,27.0,0.8518518518518519,3463.735,1823.275,0.16530404478975141,0.09443347605674829,10,states_2019-05-27-17_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2121357,Original,19236.637,18633.087,1.0323913047795032,19.0,28.7,0.662020905923345,1180.841,2786.15,0.06138500196266114,0.14952702147529287,10,states_2019-05-27-18_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2121357,Sorted_Time,17970.121,17818.328,1.0085189250080029,15.0,25.6,0.5859375,1828.506,1585.745,0.10175257028041158,0.08899516273356287,10,states_2019-05-27-18_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2095095,Original,18408.093,17734.394,1.0379882729570573,19.0,25.6,0.7421875,286.658,947.078,0.01557238981789151,0.05340345996598474,10,states_2019-05-27-19_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2095095,Sorted_Time,19469.807,18520.418,1.0512617479799862,17.0,26.5,0.6415094339622641,110.61,1072.778,0.005681104080795459,0.05792407061222916,10,states_2019-05-27-19_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2008853,Original,16979.725,17211.541,0.9865313628802904,23.0,25.2,0.9126984126984127,962.692,2074.014,0.056696560162193446,0.12050135429477232,10,states_2019-05-27-20_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,2008853,Sorted_Time,16816.386,15842.06,1.0615024813692158,30.0,24.1,1.2448132780082988,1208.139,1077.925,0.07184296316699676,0.06804197181427163,10,states_2019-05-27-20_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1824113,Original,16589.443,16368.828,1.0134777517364102,20.0,20.7,0.9661835748792271,495.308,586.862,0.029856819183139545,0.03585241411297131,10,states_2019-05-27-21_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1824113,Sorted_Time,16144.665,16101.367,1.0026890884482045,17.0,25.6,0.6640625,206.786,587.609,0.01280831779414438,0.03649435479608657,10,states_2019-05-27-21_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1687618,Original,17797.735,16845.698,1.056515141135737,20.0,25.0,0.8,857.494,1059.071,0.048179950988145405,0.06286892950354446,10,states_2019-05-27-22_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1687618,Sorted_Time,16861.584,14429.848,1.1685212484566712,23.0,23.2,0.9913793103448276,293.444,1172.222,0.01740310993320675,0.0812359215426247,10,states_2019-05-27-22_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1520208,Original,14400.079,14861.67,0.9689408390847059,20.0,25.9,0.7722007722007722,1848.308,362.243,0.1283540180578176,0.024374313250125994,10,states_2019-05-27-23_4d
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1520208,Sorted_Time,15182.696,13861.984,1.0952758277602974,15.0,24.0,0.625,329.439,1464.974,0.021698320245626998,0.10568285174762862,10,states_2019-05-27-23_4d
OpenSky_Real_World,OpenSky_39M_231351,opensky_results_20260911_231351.csv,4,39037788,Original,484224.033,532119.625,0.9099909310805817,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.0,1,
OpenSky_Real_World,OpenSky_39M_231351,opensky_results_20260911_231351.csv,4,39037788,Sorted_Time_Axis,434956.14,417703.04,1.0413047029775029,26.0,38.0,0.6842105263157895,0.0,0.0,0.0,0.0,1,
OpenSky_Real_World,OpenSky_39M_002012,opensky_results_20260912_002012.csv,4,39037788,Original,348143.384,367306.29,0.9478285384113625,26.0,34.5,0.7536231884057971,20145.428,16041.405,0.05786531907784293,0.043673101813747874,10,
OpenSky_Real_World,OpenSky_39M_002012,opensky_results_20260912_002012.csv,4,39037788,Sorted_Time_Axis,338086.101,368350.349,0.9178384163822254,26.0,30.7,0.8469055374592834,301.54,10038.323,0.0008919029771058231,0.0272521066621821,10,
