Dataset_Class,Subtype,Source_File,Dimension,Num_Points,Input_Order,Algorithm,Mean_Time_ms,Speedup,Rebuilds,StdDev_Time_ms,StdDev_Rebuilds,Iterations
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,5,200000,Sorted_X_Axis,Deterministic Grid,14138.15481,1.0256371461968907,17.0,357.19516,0.0,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,5,200000,Sorted_X_Axis,Randomized Grid,13784.75308,1.0256371461968907,20.4,239.06454,2.27058,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,5,350000,Sorted_X_Axis,Deterministic Grid,27396.02009,0.9721611473007931,19.0,377.72674,0.0,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,5,350000,Sorted_X_Axis,Randomized Grid,28180.53382,0.9721611473007931,23.0,389.60688,4.94413,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,5,500000,Sorted_X_Axis,Deterministic Grid,55945.2657,1.4052593666731408,23.0,4459.9916,0.0,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,5,500000,Sorted_X_Axis,Randomized Grid,39811.34517,1.4052593666731408,25.6,1132.85437,3.62706,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,7,50000,Sorted_X_Axis,Deterministic Grid,22444.33642,1.0514705492826237,15.0,1770.4823,0.0,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,7,50000,Sorted_X_Axis,Randomized Grid,21345.6634,1.0514705492826237,19.3,2791.60844,3.59166,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,7,100000,Sorted_X_Axis,Deterministic Grid,45675.62682,0.9894817428510826,16.0,1493.54009,0.0,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,7,100000,Sorted_X_Axis,Randomized Grid,46161.16179,0.9894817428510826,22.6,1713.53925,4.52647,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,7,200000,Sorted_X_Axis,Deterministic Grid,106525.52568,0.8778450772406226,15.0,385.93781,0.0,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,7,200000,Sorted_X_Axis,Randomized Grid,121348.88996,0.8778450772406226,22.5,9514.94943,4.45346,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,7,350000,Sorted_X_Axis,Deterministic Grid,242418.98243,1.0121780561185607,21.0,7465.46138,0.0,10
Synthetic_Sorted,Synth_Sorted_095849,experiment_results_20260911_095849.csv,7,350000,Sorted_X_Axis,Randomized Grid,239502.30986,1.0121780561185607,23.6,1184.43699,4.32563,10
OpenSky_Real_World,OpenSky_100M_3iter,opensky_100M_results.csv,4,133484198,Original,Deterministic Grid,1984056.455,1.0140300978895438,20.0,27594.109,0.0,3
OpenSky_Real_World,OpenSky_100M_3iter,opensky_100M_results.csv,4,133484198,Original,Randomized Grid,1956605.094,1.0140300978895438,32.67,21702.094,8.62,3
OpenSky_Real_World,OpenSky_100M_10iter,opensky_100M_results.csv,4,133484198,Original,Deterministic Grid,1956517.069,0.9993177990419194,20.0,2578.773,0.0,10
OpenSky_Real_World,OpenSky_100M_10iter,opensky_100M_results.csv,4,133484198,Original,Randomized Grid,1957852.718,0.9993177990419194,34.0,24592.814,5.35,10
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,1000,Original,Deterministic Grid,1.357,0.997060984570169,8.0,0.047,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,1000,Original,Randomized Grid,1.361,0.997060984570169,10.33,0.023,3.79,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,5000,Original,Deterministic Grid,7.116,0.9519732441471572,10.0,0.046,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,5000,Original,Randomized Grid,7.475,0.9519732441471572,16.67,0.354,5.03,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,10000,Original,Deterministic Grid,14.907,1.0237621042510816,11.0,0.086,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,10000,Original,Randomized Grid,14.561,1.0237621042510816,14.67,0.283,1.15,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,50000,Original,Deterministic Grid,81.791,0.978899873135936,11.0,0.661,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,50000,Original,Randomized Grid,83.554,0.978899873135936,22.33,1.086,3.21,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,100000,Original,Deterministic Grid,197.272,0.9664416378440344,11.0,1.947,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,100000,Original,Randomized Grid,204.122,0.9664416378440344,14.33,2.914,2.08,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,500000,Original,Deterministic Grid,2164.311,0.990560817598693,11.0,30.415,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,500000,Original,Randomized Grid,2184.935,0.990560817598693,22.67,19.228,5.51,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,1000000,Original,Deterministic Grid,6649.196,1.031172628469792,12.0,143.424,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,1000000,Original,Randomized Grid,6448.189,1.031172628469792,21.0,17.613,3.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,1500000,Original,Deterministic Grid,11475.163,1.0059617839889277,12.0,201.74,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,1500000,Original,Randomized Grid,11407.156,1.0059617839889277,23.0,74.275,4.36,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,2000000,Original,Deterministic Grid,16920.896,1.005202419344203,12.0,20.335,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,2000000,Original,Randomized Grid,16833.322,1.005202419344203,23.67,78.237,2.31,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,3000000,Original,Deterministic Grid,29827.257,1.0600364923489638,14.0,469.125,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,3000000,Original,Randomized Grid,28137.953,1.0600364923489638,30.67,302.549,1.15,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,5000000,Original,Deterministic Grid,54787.61,1.0144570415546137,14.0,469.197,0.0,3
OpenSky_Real_World,OpenSky_Cache_Slice,opensky_cache_results.csv,4,5000000,Original,Randomized Grid,54006.831,1.0144570415546137,27.33,816.198,5.51,3
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2004714,Original,Deterministic Grid,25569.169,1.0263732302564754,34.0,386.654,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2004714,Original,Randomized Grid,24912.155,1.0263732302564754,24.4,380.961,5.15,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2004714,Sorted_Time,Deterministic Grid,25755.668,1.0129700459291637,28.0,417.835,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2004714,Sorted_Time,Randomized Grid,25425.893,1.0129700459291637,23.7,775.056,3.8,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1821348,Original,Deterministic Grid,25290.05,1.0584932067178734,23.0,444.354,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1821348,Original,Randomized Grid,23892.501,1.0584932067178734,27.6,698.983,7.49,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1821348,Sorted_Time,Deterministic Grid,25032.126,1.0177493751923619,21.0,436.008,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1821348,Sorted_Time,Randomized Grid,24595.57,1.0177493751923619,29.0,1082.806,5.72,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1677278,Original,Deterministic Grid,21947.936,1.021173119544556,20.0,113.366,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1677278,Original,Randomized Grid,21492.865,1.021173119544556,24.2,607.121,4.64,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1677278,Sorted_Time,Deterministic Grid,21677.388,1.0040869130820544,24.0,244.669,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1677278,Sorted_Time,Randomized Grid,21589.155,1.0040869130820544,25.1,415.872,3.84,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1517217,Original,Deterministic Grid,19450.719,0.9797390897618381,29.0,123.411,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1517217,Original,Randomized Grid,19852.958,0.9797390897618381,24.2,456.437,3.65,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1517217,Sorted_Time,Deterministic Grid,19833.005,0.9912208531264256,27.0,282.724,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1517217,Sorted_Time,Randomized Grid,20008.664,0.9912208531264256,26.7,211.609,4.85,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1419202,Original,Deterministic Grid,18493.385,0.9940553042951024,29.0,140.117,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1419202,Original,Randomized Grid,18603.98,0.9940553042951024,24.4,670.273,4.4,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1419202,Sorted_Time,Deterministic Grid,18738.799,1.0030399840359754,25.0,333.019,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1419202,Sorted_Time,Randomized Grid,18682.006,1.0030399840359754,22.0,526.904,4.69,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1516261,Original,Deterministic Grid,19888.073,1.021530756782114,21.0,382.378,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1516261,Original,Randomized Grid,19468.893,1.021530756782114,24.7,353.666,3.2,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1516261,Sorted_Time,Deterministic Grid,19720.084,1.0181123585458423,22.0,326.816,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1516261,Sorted_Time,Randomized Grid,19369.261,1.0181123585458423,22.5,299.503,4.93,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1534283,Original,Deterministic Grid,20125.866,1.0069788008186575,20.0,23.248,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1534283,Original,Randomized Grid,19986.385,1.0069788008186575,23.7,443.165,2.71,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1534283,Sorted_Time,Deterministic Grid,19757.877,0.9819787048754419,26.0,367.519,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1534283,Sorted_Time,Randomized Grid,20120.474,0.9819787048754419,26.5,410.772,3.27,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1531918,Original,Deterministic Grid,22746.973,1.1153042160481226,32.0,256.275,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1531918,Original,Randomized Grid,20395.308,1.1153042160481226,24.4,617.131,5.64,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1531918,Sorted_Time,Deterministic Grid,22789.82,1.1488821928205537,27.0,124.081,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1531918,Sorted_Time,Randomized Grid,19836.516,1.1488821928205537,23.2,477.986,4.1,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1593661,Original,Deterministic Grid,20806.444,0.9798157367877215,33.0,334.773,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1593661,Original,Randomized Grid,21235.058,0.9798157367877215,28.3,513.205,4.95,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1593661,Sorted_Time,Deterministic Grid,20912.217,0.9894397610985771,31.0,328.182,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1593661,Sorted_Time,Randomized Grid,21135.412,0.9894397610985771,22.7,487.176,5.33,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1631846,Original,Deterministic Grid,21255.052,1.0328755890668722,16.0,148.519,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1631846,Original,Randomized Grid,20578.521,1.0328755890668722,25.4,483.611,4.09,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1631846,Sorted_Time,Deterministic Grid,21173.381,1.0265655728111487,18.0,262.489,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1631846,Sorted_Time,Randomized Grid,20625.454,1.0265655728111487,23.6,401.104,3.5,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1827591,Original,Deterministic Grid,24732.475,1.0707756003622868,25.0,298.815,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1827591,Original,Randomized Grid,23097.72,1.0707756003622868,26.4,452.212,6.11,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1827591,Sorted_Time,Deterministic Grid,24875.916,1.0821630125995678,26.0,352.745,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,1827591,Sorted_Time,Randomized Grid,22987.217,1.0821630125995678,24.9,363.432,4.28,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2138943,Original,Deterministic Grid,26805.682,0.9842749146304145,19.0,221.972,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2138943,Original,Randomized Grid,27233.938,0.9842749146304145,24.7,418.333,4.22,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2138943,Sorted_Time,Deterministic Grid,26697.327,0.9808525034798952,20.0,379.321,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2138943,Sorted_Time,Randomized Grid,27218.493,0.9808525034798952,25.0,456.865,6.31,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2425059,Original,Deterministic Grid,32129.766,0.9695711473803841,21.0,442.737,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2425059,Original,Randomized Grid,33138.121,0.9695711473803841,26.3,976.312,4.69,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2425059,Sorted_Time,Deterministic Grid,31391.377,0.9594532780503835,23.0,69.964,0.0,10
OpenSky_Real_World,OpenSky_MultiDate_Hourly_v3,opensky_all_dates_results_20260912_081335.csv,4,2425059,Sorted_Time,Randomized Grid,32717.984,0.9594532780503835,25.0,773.592,6.06,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280803,Original,Deterministic Grid,9675.176,1.0466272334267293,24.0,292.381,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280803,Original,Randomized Grid,9244.147,1.0466272334267293,20.7,480.733,3.09,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280803,Sorted_Time,Deterministic Grid,10556.244,1.001673275697649,22.0,1549.823,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280803,Sorted_Time,Randomized Grid,10538.61,1.001673275697649,22.6,1677.899,3.53,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1217785,Original,Deterministic Grid,11544.374,1.1156477771312565,23.0,1662.198,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1217785,Original,Randomized Grid,10347.687,1.1156477771312565,23.6,1492.781,5.1,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1217785,Sorted_Time,Deterministic Grid,10490.62,0.9303867918780349,32.0,1673.362,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1217785,Sorted_Time,Randomized Grid,11275.547,0.9303867918780349,20.4,854.289,5.72,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1143456,Original,Deterministic Grid,9855.472,1.2297806540747152,21.0,1860.757,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1143456,Original,Randomized Grid,8014.008,1.2297806540747152,26.8,273.15,3.82,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1143456,Sorted_Time,Deterministic Grid,8598.278,1.0577675183851594,26.0,369.722,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1143456,Sorted_Time,Randomized Grid,8128.703,1.0577675183851594,22.7,589.849,5.17,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1087375,Original,Deterministic Grid,9463.326,1.195441133910691,19.0,73.282,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1087375,Original,Randomized Grid,7916.179,1.195441133910691,24.2,343.922,4.71,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1087375,Sorted_Time,Deterministic Grid,9447.76,1.2318884137351747,20.0,47.465,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1087375,Sorted_Time,Randomized Grid,7669.331,1.2318884137351747,26.4,303.881,3.75,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1077477,Original,Deterministic Grid,6822.121,0.9057687898216867,16.0,16.594,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1077477,Original,Randomized Grid,7531.857,0.9057687898216867,23.9,196.573,7.02,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1077477,Sorted_Time,Deterministic Grid,6875.409,0.8985077295165166,14.0,81.066,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1077477,Sorted_Time,Randomized Grid,7652.031,0.8985077295165166,25.4,337.884,3.98,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280291,Original,Deterministic Grid,9600.371,1.02861496240504,13.0,182.837,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280291,Original,Randomized Grid,9333.299,1.02861496240504,23.4,145.918,4.38,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280291,Sorted_Time,Deterministic Grid,9284.346,1.000655187008522,12.0,76.666,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1280291,Sorted_Time,Randomized Grid,9278.267,1.000655187008522,23.9,227.21,2.42,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1291352,Original,Deterministic Grid,11008.984,0.9656035364173575,14.0,1875.859,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1291352,Original,Randomized Grid,11401.143,0.9656035364173575,24.8,2040.594,4.34,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1291352,Sorted_Time,Deterministic Grid,10926.435,1.1263641390491992,10.0,1968.012,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1291352,Sorted_Time,Randomized Grid,9700.624,1.1263641390491992,23.1,628.526,5.04,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1299627,Original,Deterministic Grid,9670.535,1.0744834737028885,16.0,1170.182,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1299627,Original,Randomized Grid,9000.171,1.0744834737028885,22.0,211.322,5.81,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1299627,Sorted_Time,Deterministic Grid,9185.292,1.0178619395343849,20.0,86.348,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1299627,Sorted_Time,Randomized Grid,9024.104,1.0178619395343849,23.5,158.198,4.84,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1329510,Original,Deterministic Grid,10035.141,0.8209462452606052,24.0,43.134,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1329510,Original,Randomized Grid,12223.871,0.8209462452606052,23.4,2185.334,5.34,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1329510,Sorted_Time,Deterministic Grid,11005.749,0.9747339237194412,25.0,1906.041,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1329510,Sorted_Time,Randomized Grid,11291.029,0.9747339237194412,22.3,1965.34,4.74,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1389062,Original,Deterministic Grid,12615.851,1.1857339371850593,15.0,1793.832,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1389062,Original,Randomized Grid,10639.698,1.1857339371850593,25.5,1115.125,4.45,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1389062,Sorted_Time,Deterministic Grid,10329.084,0.9912329997581676,20.0,124.091,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1389062,Sorted_Time,Randomized Grid,10420.44,0.9912329997581676,23.7,444.812,4.24,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1485134,Original,Deterministic Grid,12050.914,1.1039406317359317,21.0,45.627,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1485134,Original,Randomized Grid,10916.27,1.1039406317359317,23.1,292.846,3.9,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1485134,Sorted_Time,Deterministic Grid,14092.976,1.093485698962634,19.0,2381.628,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1485134,Sorted_Time,Randomized Grid,12888.121,1.093485698962634,22.9,2040.751,3.45,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1644677,Original,Deterministic Grid,13066.546,1.0167624170014622,23.0,618.43,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1644677,Original,Randomized Grid,12851.13,1.0167624170014622,24.3,1076.758,5.33,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1644677,Sorted_Time,Deterministic Grid,12700.819,0.9786532503756014,27.0,69.969,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1644677,Sorted_Time,Randomized Grid,12977.854,0.9786532503756014,24.6,1238.843,4.93,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1767232,Original,Deterministic Grid,13890.38,0.8476994834361976,27.0,305.693,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1767232,Original,Randomized Grid,16385.972,0.8476994834361976,29.0,2456.92,4.71,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1767232,Sorted_Time,Deterministic Grid,15249.029,0.9720484181056024,28.0,1866.48,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1767232,Sorted_Time,Randomized Grid,15687.52,0.9720484181056024,26.2,2196.249,4.87,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1897700,Original,Deterministic Grid,16236.306,0.8632217523103215,21.0,2292.48,0.0,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1897700,Original,Randomized Grid,18808.963,0.8632217523103215,26.3,2644.462,5.4,10
OpenSky_Real_World,OpenSky_Hourly_20190527,opensky_hourly_results_20260912_082011.csv,4,1897700,Sorted_Time,Deterministic Grid,24186.173,1.3306338483409557,21.0,709.729,0.0,10
