Input_Order,Mean_Speedup,Min_Speedup,Max_Speedup,Pct_Randomized_Faster
Ladder_of_Pairs,236.11246357931432,2.5947719831898897,981.4714890366671,100.0
Sorted_X_Axis,1.7592420993431737,0.9556075816187855,7.577307993358345,75.0
