Algorithm,Input_Order,Mean_Time,StdDev_Time,Min_Time,Max_Time,Mean_Rebuilds
Deterministic Grid,Original,21.321749333333333,5.379827132461645,12.592766,29.401638,19.416666666666668
Deterministic Grid,Sorted_Time,21.312471791666663,5.30772268653017,12.508614,29.18984,20.416666666666668
Randomized Grid,Original,20.780543749999996,5.251065032561061,13.204457,28.536627,24.75
Randomized Grid,Sorted_Time,20.723517916666665,5.240720745018694,13.338358,27.983439999999998,24.587500000000002
