Timestamp,Space_Type,Dimensions,Num_Points,Input_Order,Algorithm,Iterations,Min_Distance,Mean_Time_ms,Median_Time_ms,StdDev_Time_ms,Raw_Times_ms
2026-09-03 02:16:21,Normal,7,60000,Original,Randomized Grid,10,31.90454,4036.21973,4032.05238,11.72185,"[4028.63208, 4034.64448, 4057.63464, 4024.45372, 4040.37075, 4026.37012, 4029.46029, 4047.01600, 4024.51255, 4049.10270]"
2026-09-03 02:17:01,Normal,7,60000,Sorted_X_Axis,Deterministic Grid,10,31.90454,4021.59202,4023.31669,18.82832,"[3996.39221, 4051.73027, 4028.58358, 4035.10566, 4021.45444, 3998.73166, 4022.44760, 3997.80878, 4039.48024, 4024.18578]"
2026-09-03 02:17:41,Normal,7,60000,Sorted_X_Axis,Randomized Grid,10,31.90454,4020.89245,4028.90112,25.68655,"[3977.37294, 4031.92393, 3999.35990, 4033.77624, 3990.57296, 4038.15135, 4039.11122, 4011.50204, 4061.27563, 4025.87832]"
2026-09-03 02:35:33,Adversarial,7,60000,Ladder_of_Pairs,Deterministic Grid,10,0.01502,107170.81167,106796.93289,1192.82326,"[108389.22856, 109887.58501, 106792.96831, 105887.91423, 106480.79508, 106593.95121, 107347.03735, 106114.45802, 106800.89746, 107413.28148]"
2026-09-03 02:36:13,Adversarial,7,60000,Ladder_of_Pairs,Randomized Grid,10,0.01502,4023.03427,4027.24107,33.52642,"[4093.09395, 4049.32745, 4030.92001, 4003.18155, 4030.40116, 3990.62831, 4035.35893, 3995.58599, 3977.76436, 4024.08098]"
2026-09-03 02:36:23,Normal,9,2000,Original,Deterministic Grid,10,204.07121,1021.13624,1021.49400,3.09474,"[1027.19996, 1023.71712, 1021.63810, 1022.93798, 1019.34588, 1016.73490, 1019.13044, 1017.62564, 1021.34989, 1021.68246]"
2026-09-03 02:36:33,Normal,9,2000,Original,Randomized Grid,10,204.07121,1020.68911,1020.83450,2.25283,"[1016.51874, 1018.31403, 1023.26094, 1020.28298, 1021.81580, 1022.92351, 1019.40477, 1021.38601, 1023.24974, 1019.73456]"
2026-09-03 02:36:44,Normal,9,2000,Sorted_X_Axis,Deterministic Grid,10,204.07121,1016.80809,1016.46923,2.46302,"[1018.55725, 1018.46507, 1015.09940, 1017.01684, 1016.40893, 1014.88863, 1014.66389, 1016.52953, 1014.14568, 1022.30562]"
2026-09-03 02:36:54,Normal,9,2000,Sorted_X_Axis,Randomized Grid,10,204.07121,1018.21841,1019.02439,2.75574,"[1017.56112, 1012.15000, 1019.31334, 1020.27603, 1021.56865, 1015.19959, 1019.25235, 1020.17086, 1018.79642, 1017.89570]"
2026-09-03 02:37:05,Adversarial,9,2000,Ladder_of_Pairs,Deterministic Grid,10,0.45001,1087.23601,1088.06337,3.49236,"[1088.87789, 1091.87307, 1090.17339, 1091.28063, 1082.93388, 1084.09468, 1083.40846, 1089.02317, 1083.44610, 1087.24885]"
