Timestamp,Space_Type,Dimensions,Num_Points,Input_Order,Algorithm,Iterations,Min_Distance,Mean_Time_ms,Median_Time_ms,StdDev_Time_ms,Raw_Times_ms,Mean_Rebuilds,Median_Rebuilds,StdDev_Rebuilds,Raw_Rebuilds
2026-09-11 18:25:35,Adversarial,2,5000,Ladder_of_Pairs,Deterministic Grid,10,0.07849,2485.26587,2486.69199,33.74339,"[2440.25492, 2464.03164, 2451.27465, 2453.46956, 2546.43921, 2521.81965, 2488.43816, 2504.23929, 2484.94582, 2497.74582]",2499.00000,2499.00000,0.00000,"[2499, 2499, 2499, 2499, 2499, 2499, 2499, 2499, 2499, 2499]"
2026-09-11 18:25:35,Adversarial,2,5000,Ladder_of_Pairs,Randomized Grid,10,0.07849,12.43517,12.11348,1.41775,"[11.50832, 10.11955, 11.74761, 14.60432, 14.29095, 11.84725, 12.46275, 12.37971, 11.52050, 13.87077]",13.70000,13.50000,2.49666,"[11, 13, 12, 14, 17, 15, 10, 17, 12, 16]"
2026-09-11 18:25:36,Adversarial,2,5000,Sorted_X_Axis,Deterministic Grid,10,0.07849,58.54680,58.41095,0.57303,"[58.37983, 58.63931, 58.44617, 58.34836, 58.65573, 58.00773, 58.44207, 58.18193, 60.08125, 58.28565]",54.00000,54.00000,0.00000,"[54, 54, 54, 54, 54, 54, 54, 54, 54, 54]"
2026-09-11 18:25:36,Adversarial,2,5000,Sorted_X_Axis,Randomized Grid,10,0.07849,13.21039,13.03855,2.64252,"[16.87000, 14.92766, 10.61126, 13.08496, 10.38259, 12.99215, 8.96825, 15.37675, 12.72017, 16.17008]",15.00000,14.50000,3.97213,"[20, 16, 11, 20, 13, 11, 10, 16, 20, 13]"
2026-09-11 18:27:21,Adversarial,2,10000,Ladder_of_Pairs,Deterministic Grid,10,0.05554,10531.08796,10496.11607,130.17681,"[10502.47570, 10727.19345, 10489.75643, 10702.13116, 10657.17301, 10560.87606, 10370.38625, 10480.86981, 10347.47108, 10472.54662]",4999.00000,4999.00000,0.00000,"[4999, 4999, 4999, 4999, 4999, 4999, 4999, 4999, 4999, 4999]"
2026-09-11 18:27:22,Adversarial,2,10000,Ladder_of_Pairs,Randomized Grid,10,0.05554,26.83671,25.13975,5.32947,"[25.66471, 28.81539, 34.70901, 24.61479, 22.52815, 21.80808, 34.79111, 24.16925, 19.87589, 31.39070]",19.70000,20.00000,4.80856,"[17, 20, 24, 18, 21, 15, 23, 20, 11, 28]"
2026-09-11 18:27:22,Adversarial,2,10000,Sorted_X_Axis,Deterministic Grid,10,0.05554,43.43082,43.47934,0.15355,"[43.57426, 43.08052, 43.51953, 43.33031, 43.49688, 43.32382, 43.46180, 43.56011, 43.40140, 43.55956]",38.00000,38.00000,0.00000,"[38, 38, 38, 38, 38, 38, 38, 38, 38, 38]"
2026-09-11 18:27:22,Adversarial,2,10000,Sorted_X_Axis,Randomized Grid,10,0.05554,26.46438,26.04996,4.50433,"[21.08666, 33.28992, 25.62721, 25.89241, 32.53152, 29.26612, 28.50619, 21.16594, 26.20750, 21.07027]",16.90000,17.00000,2.51440,"[17, 19, 16, 17, 17, 18, 21, 12, 18, 14]"
2026-09-11 18:31:21,Adversarial,2,15000,Ladder_of_Pairs,Deterministic Grid,10,0.04541,23862.96164,23882.48999,133.63168,"[23983.13033, 23619.59429, 23924.00914, 23866.19911, 23929.38390, 24055.95590, 23842.19422, 23898.78086, 23846.58034, 23663.78827]",7499.00000,7499.00000,0.00000,"[7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499, 7499]"
2026-09-11 18:31:21,Adversarial,2,15000,Ladder_of_Pairs,Randomized Grid,10,0.04541,40.87094,40.17765,5.81810,"[45.28297, 34.98594, 49.95495, 48.50117, 32.21564, 37.65509, 41.04937, 39.30594, 36.70826, 43.05012]",16.90000,17.00000,2.99815,"[14, 16, 17, 22, 17, 19, 11, 19, 16, 18]"
2026-09-11 18:31:22,Adversarial,2,15000,Sorted_X_Axis,Deterministic Grid,10,0.04541,38.91946,38.83264,0.33225,"[38.86428, 38.80101, 38.91268, 38.67015, 38.47292, 39.15911, 38.66980, 39.52705, 39.36466, 38.75296]",25.00000,25.00000,0.00000,"[25, 25, 25, 25, 25, 25, 25, 25, 25, 25]"
2026-09-11 18:31:22,Adversarial,2,15000,Sorted_X_Axis,Randomized Grid,10,0.04541,40.72745,38.25369,8.43849,"[38.18878, 38.31859, 36.58445, 43.43580, 39.93092, 37.94191, 57.81652, 51.94930, 29.37867, 33.72953]",16.70000,16.50000,3.83116,"[19, 12, 13, 22, 19, 20, 21, 13, 14, 14]"
2026-09-11 18:38:52,Adversarial,2,20000,Ladder_of_Pairs,Deterministic Grid,10,0.03955,45004.69322,44602.24336,3636.42915,"[48074.76346, 53483.03095, 42683.72580, 41911.10653, 41567.29855, 41951.22394, 45374.17037, 45112.18985, 44092.29687, 45797.12589]",9999.00000,9999.00000,0.00000,"[9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999, 9999]"
2026-09-11 18:38:53,Adversarial,2,20000,Ladder_of_Pairs,Randomized Grid,10,0.03955,57.59746,53.92122,10.27643,"[42.84299, 50.69873, 57.40246, 75.51784, 51.41075, 53.36491, 69.39878, 54.47754, 51.98236, 68.87829]",18.70000,20.00000,4.19126,"[12, 13, 15, 22, 17, 23, 23, 22, 19, 21]"
2026-09-11 18:38:58,Adversarial,2,20000,Sorted_X_Axis,Deterministic Grid,10,0.03955,497.96977,491.10554,20.33758,"[491.22250, 496.70317, 493.75581, 490.98858, 489.96012, 476.58580, 483.33697, 487.78286, 528.59037, 540.77149]",104.00000,104.00000,0.00000,"[104, 104, 104, 104, 104, 104, 104, 104, 104, 104]"
2026-09-11 18:38:58,Adversarial,2,20000,Sorted_X_Axis,Randomized Grid,10,0.03955,65.71856,66.27779,3.89381,"[68.27044, 64.99880, 66.53712, 65.80513, 66.85900, 56.31708, 66.01846, 67.23513, 71.43211, 63.71233]",20.10000,21.00000,4.04008,"[15, 26, 24, 23, 16, 16, 20, 23, 22, 16]"
2026-09-11 18:50:18,Adversarial,2,25000,Ladder_of_Pairs,Deterministic Grid,10,0.03540,67947.13378,67057.91465,2744.58690,"[70952.86920, 71311.25604, 69419.42887, 71981.40761, 66449.09268, 65779.93458, 64787.95430, 67666.73661, 66116.30027, 65006.35761]",12499.00000,12499.00000,0.00000,"[12499, 12499, 12499, 12499, 12499, 12499, 12499, 12499, 12499, 12499]"
2026-09-11 18:50:19,Adversarial,2,25000,Ladder_of_Pairs,Randomized Grid,10,0.03540,69.22986,65.62056,11.54832,"[59.13656, 85.68461, 58.75469, 77.83585, 58.70755, 72.70825, 66.71129, 89.02921, 59.20081, 64.52982]",17.10000,16.50000,5.85852,"[22, 28, 10, 14, 9, 15, 17, 17, 23, 16]"
2026-09-11 18:50:21,Adversarial,2,25000,Sorted_X_Axis,Deterministic Grid,10,0.03540,263.06261,262.20770,2.32602,"[268.99752, 263.80212, 262.88671, 262.16327, 261.54323, 261.44700, 261.21658, 262.25213, 261.91751, 264.40002]",70.00000,70.00000,0.00000,"[70, 70, 70, 70, 70, 70, 70, 70, 70, 70]"
2026-09-11 18:50:22,Adversarial,2,25000,Sorted_X_Axis,Randomized Grid,10,0.03540,65.19159,63.86443,10.11784,"[81.98279, 66.94995, 64.29752, 63.43133, 78.62907, 59.19054, 73.19234, 58.49727, 54.19164, 51.55344]",19.20000,19.50000,4.58984,"[20, 21, 18, 18, 25, 10, 19, 23, 24, 14]"
2026-09-11 18:50:48,Adversarial,3,5000,Ladder_of_Pairs,Deterministic Grid,10,0.26672,2654.50515,2649.63813,31.68518,"[2611.34325, 2644.64022, 2666.50274, 2677.02775, 2652.04865, 2719.15893, 2616.38099, 2647.22760, 2674.46635, 2636.25498]",2499.00000,2499.00000,0.00000,"[2499, 2499, 2499, 2499, 2499, 2499, 2499, 2499, 2499, 2499]"
2026-09-11 18:50:49,Adversarial,3,5000,Ladder_of_Pairs,Randomized Grid,10,0.26672,24.57074,24.37348,1.86582,"[27.32413, 25.36468, 24.15159, 26.15814, 27.10926, 23.21888, 22.27406, 22.37606, 24.59538, 23.13518]",14.90000,14.00000,3.60401,"[14, 18, 9, 20, 12, 12, 14, 14, 16, 20]"
2026-09-11 18:50:49,Adversarial,3,5000,Sorted_X_Axis,Deterministic Grid,10,0.26672,26.53308,26.54398,0.09662,"[26.53448, 26.61643, 26.63935, 26.45700, 26.66557, 26.55347, 26.58486, 26.39596, 26.48590, 26.39778]",24.00000,24.00000,0.00000,"[24, 24, 24, 24, 24, 24, 24, 24, 24, 24]"
2026-09-11 18:50:49,Adversarial,3,5000,Sorted_X_Axis,Randomized Grid,10,0.26672,25.18067,25.28792,1.92213,"[25.68822, 26.87593, 22.69456, 25.32309, 22.85137, 25.25274, 27.66804, 25.21843, 27.59618, 22.63809]",15.40000,16.00000,5.01553,"[19, 21, 11, 10, 12, 23, 15, 17, 18, 8]"
2026-09-11 18:52:35,Adversarial,3,10000,Ladder_of_Pairs,Deterministic Grid,10,0.21051,10618.78859,10584.60057,90.79544,"[10605.24709, 10548.35904, 10682.88652, 10777.39072, 10759.47727, 10617.43279, 10533.85096, 10559.86734, 10563.95406, 10539.42016]",4999.00000,4999.00000,0.00000,"[4999, 4999, 4999, 4999, 4999, 4999, 4999, 4999, 4999, 4999]"
2026-09-11 18:52:36,Adversarial,3,10000,Ladder_of_Pairs,Randomized Grid,10,0.21051,50.32496,49.26697,3.01214,"[53.01950, 52.13785, 55.65583, 49.05445, 48.18039, 53.15699, 48.53206, 48.16473, 45.86828, 49.47949]",17.00000,17.00000,4.32049,"[25, 17, 22, 13, 12, 17, 17, 20, 15, 12]"
