Input_Order,Mean_Speedup,Min_Speedup,Max_Speedup,Pct_Randomized_Faster
Original,0.9099909310805817,0.9099909312532858,0.9099909312532858,0.0
Sorted_Time,1.0413047029775029,1.0413047038504446,1.0413047038504446,100.0
