Input_Order,Mean_Speedup,Min_Speedup,Max_Speedup,Pct_Randomized_Faster
Original,0.9788194895113944,0.6923389491116837,1.1558318668446261,50.0
Sorted_X_Axis,0.9515838048000035,0.5953152152644633,1.4052593666731408,36.84210526315789
