Algorithm,Input_Order,Mean_Time,StdDev_Time,Min_Time,Max_Time,Mean_Rebuilds
Deterministic Grid,Original,1984.0564550000001,27.594109,1984.0564550000001,1984.0564550000001,20.0
Randomized Grid,Original,1956.605094,21.702094000000002,1956.605094,1956.605094,32.67
