Input_Order,Mean_Speedup,Min_Speedup,Max_Speedup,Pct_Randomized_Faster
Original,0.9478285384113625,0.8764982975917656,1.067788997600849,10.0
Sorted_Time,0.9178384163822254,0.8733234576304454,0.943757352379186,0.0
