Timestamp,Space_Type,Dimensions,Num_Points,Input_Order,Algorithm,Iterations,Min_Distance,Mean_Time_ms,Median_Time_ms,StdDev_Time_ms,Raw_Times_ms,Mean_Rebuilds,Median_Rebuilds,StdDev_Rebuilds,Raw_Rebuilds
2026-09-12 19:11:23,Normal_Operations,2,50000,Original,Deterministic Grid,1,0.00861,123916.60000,123916.60000,0.00000,"[123916.60000]",22.00000,22.00000,0.00000,"[22]"
2026-09-12 19:11:23,Normal_Operations,2,50000,Original,Randomized Grid,1,0.00861,128962.70000,128962.70000,0.00000,"[128962.70000]",25.00000,25.00000,0.00000,"[25]"
2026-09-12 19:11:23,Normal_Operations,2,50000,Sorted_X_Axis,Deterministic Grid,1,0.00861,113833.90000,113833.90000,0.00000,"[113833.90000]",10.00000,10.00000,0.00000,"[10]"
2026-09-12 19:11:23,Normal_Operations,2,50000,Sorted_X_Axis,Randomized Grid,1,0.00861,125074.70000,125074.70000,0.00000,"[125074.70000]",24.00000,24.00000,0.00000,"[24]"
2026-09-12 19:11:23,Normal_Operations,2,100000,Original,Deterministic Grid,1,0.00861,236417.60000,236417.60000,0.00000,"[236417.60000]",22.00000,22.00000,0.00000,"[22]"
2026-09-12 19:11:23,Normal_Operations,2,100000,Original,Randomized Grid,1,0.00861,257266.40000,257266.40000,0.00000,"[257266.40000]",20.00000,20.00000,0.00000,"[20]"
2026-09-12 19:11:23,Normal_Operations,2,100000,Sorted_X_Axis,Deterministic Grid,1,0.00861,227539.60000,227539.60000,0.00000,"[227539.60000]",11.00000,11.00000,0.00000,"[11]"
2026-09-12 19:11:23,Normal_Operations,2,100000,Sorted_X_Axis,Randomized Grid,1,0.00861,240682.90000,240682.90000,0.00000,"[240682.90000]",23.00000,23.00000,0.00000,"[23]"
2026-09-12 19:11:24,Normal_Operations,2,200000,Original,Deterministic Grid,1,0.00556,502941.30000,502941.30000,0.00000,"[502941.30000]",25.00000,25.00000,0.00000,"[25]"
2026-09-12 19:11:24,Normal_Operations,2,200000,Original,Randomized Grid,1,0.00556,492193.30000,492193.30000,0.00000,"[492193.30000]",26.00000,26.00000,0.00000,"[26]"
2026-09-12 19:11:24,Normal_Operations,2,200000,Sorted_X_Axis,Deterministic Grid,1,0.00556,489852.20000,489852.20000,0.00000,"[489852.20000]",15.00000,15.00000,0.00000,"[15]"
2026-09-12 19:11:24,Normal_Operations,2,200000,Sorted_X_Axis,Randomized Grid,1,0.00556,494188.80000,494188.80000,0.00000,"[494188.80000]",24.00000,24.00000,0.00000,"[24]"
2026-09-12 19:11:25,Normal_Operations,2,350000,Original,Deterministic Grid,1,0.00292,872379.50000,872379.50000,0.00000,"[872379.50000]",26.00000,26.00000,0.00000,"[26]"
2026-09-12 19:11:25,Normal_Operations,2,350000,Original,Randomized Grid,1,0.00292,874517.70000,874517.70000,0.00000,"[874517.70000]",19.00000,19.00000,0.00000,"[19]"
2026-09-12 19:11:26,Normal_Operations,2,350000,Sorted_X_Axis,Deterministic Grid,1,0.00292,835661.00000,835661.00000,0.00000,"[835661.00000]",18.00000,18.00000,0.00000,"[18]"
2026-09-12 19:11:26,Normal_Operations,2,350000,Sorted_X_Axis,Randomized Grid,1,0.00292,902413.90000,902413.90000,0.00000,"[902413.90000]",28.00000,28.00000,0.00000,"[28]"
2026-09-12 19:11:27,Normal_Operations,2,500000,Original,Deterministic Grid,1,0.00292,1209881.50000,1209881.50000,0.00000,"[1209881.50000]",26.00000,26.00000,0.00000,"[26]"
2026-09-12 19:11:27,Normal_Operations,2,500000,Original,Randomized Grid,1,0.00292,1171209.90000,1171209.90000,0.00000,"[1171209.90000]",25.00000,25.00000,0.00000,"[25]"
2026-09-12 19:11:28,Normal_Operations,2,500000,Sorted_X_Axis,Deterministic Grid,1,0.00292,1178335.70000,1178335.70000,0.00000,"[1178335.70000]",16.00000,16.00000,0.00000,"[16]"
2026-09-12 19:11:29,Normal_Operations,2,500000,Sorted_X_Axis,Randomized Grid,1,0.00292,1206426.00000,1206426.00000,0.00000,"[1206426.00000]",24.00000,24.00000,0.00000,"[24]"
2026-09-12 19:11:29,Normal_Operations,3,50000,Original,Deterministic Grid,1,0.24982,340190.60000,340190.60000,0.00000,"[340190.60000]",18.00000,18.00000,0.00000,"[18]"
2026-09-12 19:11:29,Normal_Operations,3,50000,Original,Randomized Grid,1,0.24982,348036.40000,348036.40000,0.00000,"[348036.40000]",27.00000,27.00000,0.00000,"[27]"
2026-09-12 19:11:29,Normal_Operations,3,50000,Sorted_X_Axis,Deterministic Grid,1,0.24982,342213.30000,342213.30000,0.00000,"[342213.30000]",17.00000,17.00000,0.00000,"[17]"
