Algorithm,Input_Order,Mean_Time,StdDev_Time,Min_Time,Max_Time,Mean_Rebuilds
Deterministic Grid,Original,21.321749333333333,5.379827132461644,12.592766,29.401638,19.416666666666668
Deterministic Grid,Sorted_Time,21.312471791666667,5.307722686530171,12.508614,29.18984,20.416666666666668
Randomized Grid,Original,20.78054375,5.251065032561061,13.204457000000001,28.536627,24.75
Randomized Grid,Sorted_Time,20.72351791666667,5.240720745018695,13.338358000000001,27.983439999999998,24.587500000000002
