Input_Order,Mean_Speedup,Min_Speedup,Max_Speedup,Pct_Randomized_Faster
Original,1.0265497340181413,0.9536754142938251,1.1329574861814544,70.83333333333334
Sorted_Time,1.0301333365095513,0.9377926428425447,1.1427165333998313,87.5
